id,name,accountId,hasaddress,infoempresa,web,addressLocality,streetName,streetNumber,floor,latitude,longitude,localityToShow,phoneToShow,freeCallNumber,emails
14532477,Arquitecto Jorge Palazzo,21126545,True,,,Buenos Aires|El Faro,Pasionar  e/ C Manuel  y Hor-Bosque,,,,,El Faro - Buenos Aires,(0223) 467 - 0775,+542234670775,
15698789,Jorge Numa Bellini,00547980,True,,,Buenos Aires|Parque Camet,F Acosta,3848,,-37.974686,-57.544636,Parque Camet - Buenos Aires,(0223) 471 - 3900,+542234713900,
14672039,Gabriel Bungi Arquitecto,21902099,True,,,Buenos Aires|Banfield,Godoy Cruz,448,3,-34.737488,-58.399887,Banfield - Buenos Aires,(011) 15 - 6552 - 9106,+5491165529106,gabrielbungi@hotmail.com
16223306,Maria a Preuss,22407782,True,,,Buenos Aires|San Isidro,33 Orientales,1050,,,,San Isidro - Buenos Aires,(011) 4747 - 9246,+541147479246,
16225682,Arquitectura - Lucas Matias Buono,22542463,True,,,Buenos Aires|9 de Julio,Mendoza,1144,,-35.449917,-60.88333,9 de Julio - Buenos Aires,(02317) 15 - 53 - 9390,+5492317539390,lucasbuono_10@hotmail.com
16226935,Campo Cabrera Arquitectos,22542553,True,,,Buenos Aires|Trenque Lauquen,,,,,,Trenque Lauquen - Buenos Aires,(02392) 15 - 48 - 2650,+5492392482650,estudiocampocabrera@gmail.com
16228328,Arquitecta Analia Guerrero,22542704,True,,,Buenos Aires|Pehuajó,J D Perón 217,,,,,Pehuajó - Buenos Aires,(02396) 15 - 46 - 5353,+5492396465353,arq.analiaguerrero@gmail.com
16228402,Arquitecta Conde Maria Carolina,22542771,True,,,Buenos Aires|Trenque Lauquen,Castelli,570,,-35.966583,-62.733334,Trenque Lauquen - Buenos Aires,(02392) 15 - 67 - 7915,+5492392677915,carolinacondearquitecta@gmail.com
16240227,Diseños Corporativos - Javier Fresnadillo,22542840,True,,www.dcorporativos.com.ar,Buenos Aires|Trenque Lauquen,Pereyra Rosas,420,,-35.966583,-62.733334,Trenque Lauquen - Buenos Aires,(02392) 15 - 61 - 9110,+5492392619110,estudio@dcorporativos.com.ar
16245106,Estudio-Zd Arquitectura,21896185,True,,,Buenos Aires|9 de Julio,La Rioja,1588,,,,9 de Julio - Buenos Aires,(02317) 52 - 4212,+542317524212,estudio-zd@outlook.com
16245172,Estudio Nuñez - Nanni Arquitectura,22542972,True,,,Buenos Aires|9 de Julio,Av Vedia,691,,-35.450085,-60.88333,9 de Julio - Buenos Aires,(02317) 15 - 53 - 0128,+5492317530128,maximiliano.nunez.arq@gmail.com
13564193,Pablo D Aranda,21429717,True,,,Buenos Aires|Campana,Chiclana,736,,-34.170093,-58.967658,Campana - Buenos Aires,(03489) 42 - 6174,+543489426174,daiana.sancho@gmail.com
16166816,Julian Duarte Arquitecto,22537145,True,,www.ddarq.wordpress.com,Buenos Aires|Mar del Plata,Castelli,3033,,-38.006733,-57.55883,Mar del Plata - Buenos Aires,(0223) 15 - 542 - 2123,+5492235422123,ddarquitectura.mdp@gmail.com
15244563,Bros Aristides Luis,00745486,True,,,Buenos Aires|Pigüé,L N Alem,154,,-37.68325,-62.4,Pigüé - Buenos Aires,(02923) 40 - 3196,+542923403196,
15222690,Ricardo Butelman,21272044,True,,,Buenos Aires|San Isidro,Martín y Omar,129,3,-34.471867,-58.5125,San Isidro - Buenos Aires,(011) 4743 - 0211,+541147430211,
16079147,Actitud Arquitectura,22522242,True,,,Buenos Aires|Morón,Alte Brown,971,PB,-34.65035,-58.62213,Morón - Buenos Aires,(011) 15 - 6621 - 8098,+5491166218098,actitudarquitectura@hotmail.com
13211986,Estudio Martin Varvasini,21534757,True,,http://www.varvasini.com.ar/,Buenos Aires|Villa Gesell,Calle 30,,,-37.248496,-56.97163,Villa Gesell - Buenos Aires,(02255) 45 - 2006,+542255452006,
16497672,Distrito V Colegio de Arquitectos Bs As,21707479,True,,www.capbad6.com.ar,Buenos Aires|San Nicolás,Las Heras,85,,-33.340574,-60.223379,San Nicolás - Buenos Aires,(0336) 442 - 8006,+543364428006,
15841973,Architects & Planners,01071482,True,,www.ibm.com,Buenos Aires|Martínez,Lima,985,,-34.493298,-58.52859,Martínez - Buenos Aires,(011) 4898 - 4898,+541148984898,
12095773,Altrui Antonio Arq.,21543211,True,,,Buenos Aires|Villa Martelli,Av D French,515,,-34.550224,-58.514908,Villa Martelli - Buenos Aires,(011) 4709 - 0243,+541147090243,
14771556,Arqmdp Arquitectura Diseño,21920790,True,,,Buenos Aires|Mar del Plata,Av Constitución,5073,2,-37.96509,-57.554214,Mar del Plata - Buenos Aires,(0223) 471 - 3143,+542234713143,info@arqmdp.com
14773125,Estudio Doheijo Tissone,21920856,True,,,Buenos Aires|Boulogne Sur Mer,Mñr A Calcagno,878,,-34.4954,-58.567627,Boulogne Sur Mer - Buenos Aires,(011) 15 - 6156 - 4599,+5491161564599,estudiodoheijotissone@gmail.com
16698453,Espacio Profesional Estudio Contable,22776934,True,,,Buenos Aires|Pinamar,Av Constitución,1235,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 15 - 41 - 6353,+5492254416353,espacioprofesionalpinamar@gmail.com
10863137,Ciaramela Sergio,00772638,True,,,Buenos Aires|Castelar,Deán Funes,531,,-34.652552,-58.655538,Castelar - Buenos Aires,(011) 4623 - 5523,+541146235523,
16452129,Arq Veronica Laura Garcia,21892507,True,,,Buenos Aires|Morón,Alte Brown,623,1,-34.650517,-58.617737,Morón - Buenos Aires,(011) 15 - 5656 - 6736,+5491156566736,disegno_vero@hotmail.com
15660199,La Frossia Pablo,00726129,True,,,Buenos Aires|Villa Gesell,Avenida 16,,,,,Villa Gesell - Buenos Aires,(02255) 46 - 8421,+542255468421,lafrossia@hotmail.com
15734537,Beatriz Grinberg,01257120,True,,,Buenos Aires|Villa Gesell,Avenida 8,804,,-37.24934,-56.955055,Villa Gesell - Buenos Aires,(02255) 46 - 2453,+542255462453,beatriz_grinberg@hotmail.com
14083900,Llompart Mabel,00656892,True,,,Buenos Aires|Villa Gesell,Alameda 212,525,,,,Villa Gesell - Buenos Aires,(02255) 45 - 8058,+542255458058,
14894191,Sandra Martin Arquitecta,00726268,True,,,Buenos Aires|Villa Gesell,Paseo 130,858,,-37.24934,-56.955055,Villa Gesell - Buenos Aires,(02255) 46 - 4805,+542255464805,
15660068,Samsolo,00736587,True,,,Buenos Aires|Villa Gesell,Paseo 107,410,,-37.24934,-56.955055,Villa Gesell - Buenos Aires,(02255) 45 - 9890,+542255459890,
15660116,Berasain Jose Feliciano - Arquitecto,21586532,True,,,Buenos Aires|Villa Gesell,Avenida 7,931,,-37.249508,-56.955055,Villa Gesell - Buenos Aires,(02255) 46 - 3317,+542255463317,
14073430,Piazza Urbano u,00350568,True,,,Buenos Aires|Temperley,Alte Brown,3394,PB,-34.776776,-58.391818,Temperley - Buenos Aires,(011) 4292 - 8071,+541142928071,
10720107,Scheggia Oscar,00077332,True,,,Buenos Aires|Mar del Plata,Salta,1725,,-37.99601,-57.55428,Mar del Plata - Buenos Aires,(0223) 473 - 1837,+542234731837,
10773702,Siarco SRL,00078954,True,,,Buenos Aires|Mar del Plata,Alvarado,3049,,-38.007555,-57.559544,Mar del Plata - Buenos Aires,(0223) 475 - 3005,+542234753005,
10801047,Amena Roberto H,00217626,True,,,Buenos Aires|Alberti,Av Vaccarezza,145,,,,Alberti - Buenos Aires,(02346) 47 - 1202,+542346471202,
10395034,Arquitecta Marzano Maria Constanza,01288052,True,,,Buenos Aires|Temperley,Gallardo,250,,-34.77009,-58.394768,Temperley - Buenos Aires,(011) 4243 - 1486,+541142431486,
10485725,Alvarez Hector Francisco,01450272,True,,,Buenos Aires|Adrogué,B Cerretti,1143,,-34.802127,-58.384387,Adrogué - Buenos Aires,(011) 4294 - 8337,+541142948337,
10918170,Arquimia,21178120,True,,,Buenos Aires|Lomas de Zamora,Loria,61,,-34.76326,-58.398167,Lomas de Zamora - Buenos Aires,(011) 4293 - 1660,+541142931660,
12554054,Nc Arquitectura,21531419,True,,,Buenos Aires|Bernal Este,L N Alem,139,PB,-34.710037,-58.288128,Bernal Este - Buenos Aires,(011) 4251 - 2767,+541142512767,
12554155,Ibarrondo,21538182,True,,,Buenos Aires|Valentín Alsina,E De San Martín,3088,1,-34.672813,-58.411747,Valentín Alsina - Buenos Aires,(011) 4228 - 4993,+541142284993,
12554525,Eduardo Calgagno,21549469,True,,,Buenos Aires|Avellaneda,Italia,74,15,-34.665134,-58.362267,Avellaneda - Buenos Aires,(011) 4222 - 4749,+541142224749,
12862219,Estudio Basile,01376282,True,,,Buenos Aires|Pilar,San Martín,781,,-34.460179,-58.914597,Pilar - Buenos Aires,(0230) 442 - 0992,+542304420992,
13560336,Silvana Lezzieri,01404980,True,,,Buenos Aires|Bahía Blanca,Güemes,507,PB,-38.716547,-62.275226,Bahía Blanca - Buenos Aires,(0291) 455 - 8580,+542914558580,inmoarquitect@infovia.com.ar
13660684,Sorarrain Manuel,00229897,True,,,Buenos Aires|La Plata,47,981,,-34.920166,-57.96006,La Plata - Buenos Aires,(0221) 424 - 5955,+542214245955,
13968484,Jose Luis Cancro,21802821,True,,,Buenos Aires|Chivilcoy,Viedma,16,,-34.899918,-60.016666,Chivilcoy - Buenos Aires,(02346) 43 - 2098,+542346432098,arquijlc@hotmail.com
14055911,Alberto del Viso,00044097,True,,,Buenos Aires|Bahía Blanca,Av Alem,888,,-38.721,-62.272,Bahía Blanca - Buenos Aires,(0291) 451 - 1062,+542914511062,
14066073,Chiappino Daniel,00230859,True,,,Buenos Aires|La Plata,9,14,PB,-34.90269,-57.970676,La Plata - Buenos Aires,(0221) 423 - 3622,+542214233622,
14168226,Alesandrini Lorena,01382063,True,,,Buenos Aires|Adrogué,J M Estrada,205,,-34.79296,-58.394592,Adrogué - Buenos Aires,(011) 4294 - 1557,+541142941557,
14174880,Arquitecto Claudio Larriviere,21518400,True,,,Buenos Aires|Hurlingham,CASTRO BARROS 446,,,,,Hurlingham - Buenos Aires,(011) 4665 - 1996,+541146651996,
14174979,Arq. Susana Di Mestico,21534159,True,,,Buenos Aires|Villa Sarmiento,Emilio Lamarco 2175 Buenos Aires CP 1714,,,,,Villa Sarmiento - Buenos Aires,(011) 4658 - 9277,+541146589277,arqdi_mestico@hotmail.com
14178872,Hector Chevalier,01404977,True,,,Buenos Aires|Bahía Blanca,Belgrano,1035,PB,-38.710442,-62.253362,Bahía Blanca - Buenos Aires,(0291) 454 - 0849,+542914540849,
14178873,Jorge Gismondi,01404978,True,,,Buenos Aires|Bahía Blanca,Salta,450,PB,-38.706754,-62.268396,Bahía Blanca - Buenos Aires,(0291) 453 - 9837,+542914539837,
14318406,Estudio Piña,00044575,True,,http://www.estudiopina.com.ar,Buenos Aires|Bahía Blanca,H Yrigoyen,710,,-38.71116,-62.256855,Bahía Blanca - Buenos Aires,(0291) 451 - 5550,+542914515550,marianopina@estudiopina.com.ar
14343426,Castaño Adriana,21549509,True,,,Buenos Aires|Morón,Int E Grant,268,PB,-34.645802,-58.624204,Morón - Buenos Aires,(011) 4628 - 1583,+541146281583,
14455385,Arquitecto Andreu Jose Maria,21517011,True,,,Buenos Aires|Olavarría,LÍBANO,2653,,-36.88619,-60.315167,Olavarría - Buenos Aires,(02284) 44 - 4929,+542284444929,
14457877,Etchegarary Hector,21518557,True,,,Buenos Aires|Olavarría,LÍBANO,2541,,-36.885456,-60.31605,Olavarría - Buenos Aires,(02284) 44 - 0818,+542284440818,
14460985,Jorge  Daniel  Monzon,21700370,True,,,Buenos Aires|Melchor Romero,Calle 157,S/N,,,,Melchor Romero - Buenos Aires,(0221) 478 - 1487,+542214781487,
14498465,Arqta Silvia Esedin,00711961,True,,,Buenos Aires|Haedo,Concordia,318,,-34.648067,-58.598473,Haedo - Buenos Aires,(011) 4460 - 0621,+541144600621,planosmuni_habilitaciones@yahoo.com.ar
14502390,Apcon SRL - Agrimensura y Proyectos,01213376,True,,,Buenos Aires|Bella Vista,Gelly y Obes,2316,,-34.543144,-58.725945,Bella Vista - Buenos Aires,(011) 4666 - 2520,+541146662520,agrimensurayproyectos@gmail.com
14744800,Arquitecto Luis Elio Caporossi,01404976,True,,,Buenos Aires|Bahía Blanca,Av Alem,444,,-38.709747,-62.263752,Bahía Blanca - Buenos Aires,(0291) 452 - 4349,+542914524349,estudio.caporossi@gmail.com
14773003,Guzman Arquitectura,01262021,True,,http://www.guzmanarquitectura.com.ar/,Buenos Aires|Pilar,Lagrave,837,,-34.456911,-58.916681,Pilar - Buenos Aires,(0230) 442 - 9352,+542304429352,guzmanarquitectura@yahoo.com.ar
14777827,Alfaro Rossi Arquitectos,21922483,True,,,Buenos Aires|La Plata,46,2134,,-34.942028,-57.984352,La Plata - Buenos Aires,(0221) 479 - 5941,+542214795941,info@alfaro-rossi.com.ar
14853863,Granato Javier,21913626,True,,,Buenos Aires|Cañuelas,25 DE MAYO,1370,,,,Cañuelas - Buenos Aires,(02226) 43 - 1098,+542226431098,
15221101,Macroinstalaciones SRL,00335044,True,,www.macroinstalaciones.com.ar,Buenos Aires|Lanús,Pico,947,PB,-34.716323,-58.358976,Lanús - Buenos Aires,(011) 4246 - 4557,+541142464557,ventas@macroinstalaciones.com.ar
15221224,Fersan y Asociados SRL,01206598,True,,www.fersansrl.com.ar,Buenos Aires|Lanús,Av Dip M R Pedrera,1551,,-34.68529,-58.40489,Lanús - Buenos Aires,(011) 4208 - 9461,+541142089461,fersansrl@yahoo.com.ar
15222463,Del Bello Maria Claudia,00958816,True,,,Buenos Aires|Quilmes,San Lorenzo,185,,-34.713175,-58.264035,Quilmes - Buenos Aires,(011) 15 - 5143 - 2293,+5491151432293,
15662338,Jorge Alberto Noval,00365904,True,,,Buenos Aires|San Justo,Entre Ríos,2942,,-34.675583,-58.560955,San Justo - Buenos Aires,(011) 4484 - 9805,+541144849805,
15846053,Battaglia Graciela I,00229496,True,,,Buenos Aires|La Plata,57,723,,-34.92072,-57.947403,La Plata - Buenos Aires,(0221) 421 - 9935,+542214219935,
15852097,Masuello Mario B,00216332,True,,,Buenos Aires|Chivilcoy,9 De Julio,220,,-34.894,-60.023,Chivilcoy - Buenos Aires,(02346) 42 - 1217,+542346421217,
15925556,Maria Elena Suttora,01404983,True,,,Buenos Aires|Bahía Blanca,Alsina,1479,PB,-38.70611,-62.249835,Bahía Blanca - Buenos Aires,(0291) 454 - 6829,+542914546829,
15928820,Marsili Luciana,21570202,True,,,Buenos Aires|La Plata,63,1368,2,-34.93797,-57.95407,La Plata - Buenos Aires,(0221) 453 - 5589,+542214535589,lmarsili@yahoo.com
15928846,Estudio de Arquitectura Roberto y Tomas Reeves,00709733,True,,,Buenos Aires|Chascomús,R Escalada,267,,-35.574783,-58.014595,Chascomús - Buenos Aires,(02241) 42 - 3737,+542241423737,
15938794,Cg Estudio de Arquitectura,21499554,True,,,Buenos Aires|Pilar,L López,1114,,-34.459484,-58.920456,Pilar - Buenos Aires,(0230) 437 - 3876,+542304373876,cesar_gorosito@yahoo.com.ar
14123962,Matone Arquitectos,00351454,True,,,Buenos Aires|Adrogué,Diag Brown,1769,1,-34.799255,-58.380325,Adrogué - Buenos Aires,(011) 4294 - 0039,+541142940039,
14754262,Solares de Moreno,21917541,True,,http://www.solaresdemoreno.com.ar/,Buenos Aires|Moreno,Rvdo Pdre Ansaldo,600,,-34.652916,-58.80359,Moreno - Buenos Aires,(011) 2008 - 0397,+541120080397,
15098538,Estudio Forma,21959169,True,,http://www.estudioforma.com.ar/,Buenos Aires|Pilar,La Pampa,2673,,-34.479378,-58.892696,Pilar - Buenos Aires,(011) 15 - 3043 - 1534,+5491130431534,infoestudioforma@gmail.com
12554093,Gabellini Rey,21534741,True,,www.gabellinirey.com.ar,Buenos Aires|Quilmes,Conesa,281,PB,-34.71748,-58.25866,Quilmes - Buenos Aires,(011) 4254 - 6143,+541142546143,info@gabellinirey.com.ar
15623195,Estudio Sergio Poli,21237050,True,,,Buenos Aires|Quilmes,Pringles,851,,-34.72247,-58.249397,Quilmes - Buenos Aires,(011) 4253 - 0138,+541142530138,
13630536,Estudio Dg,21735184,True,,,Buenos Aires|Burzaco,A Alsina,1310,PB,-34.82581,-58.384773,Burzaco - Buenos Aires,(011) 4238 - 9413,+541142389413,estudio.grossi@hotmail.com
11472199,Alfaro Hector Raul,,True,,,Buenos Aires|Azul,Av Pellegrini,1835,,-36.783416748046875,-59.849998474121094,Azul - Buenos Aires,(02281) 43 - 2697,+542281432697,
11551629,Norma Greco Arquitecta,,True,,,Buenos Aires|Mar del Plata,Almafuerte,3355,,-38.013824462890625,-57.56938552856445,Mar del Plata - Buenos Aires,(0223) 474 - 4633,+542234744633,
11557775,Marques Juan J,,True,,,Buenos Aires|Monte Grande,General Rodríguez,322,,-34.816856384277344,-58.46435546875,Monte Grande - Buenos Aires,(011) 4367 - 9345,+541143679345,
11690111,Estudios Profesionales,,True,,,Buenos Aires|Hurlingham,Gral J A Roca,1286,PB,-34.588653564453125,-58.6287841796875,Hurlingham - Buenos Aires,(011) 4662 - 5791,+541146625791,
11733919,Ernesto Arado,,True,,,Buenos Aires|Mar del Plata,Av P Luro,2976,1,-37.99599838256836,-57.549827575683594,Mar del Plata - Buenos Aires,(0223) 493 - 3378,+542234933378,
11889690,Diego Iparraire,,True,,,Buenos Aires|Mar del Plata,Falucho,2461,2,,,Mar del Plata - Buenos Aires,(0223) 475 - 9506,+542234759506,
12116989,Bartolucci Angel H,,True,,,Buenos Aires|Mar del Plata,Bolívar,3514,,-37.99782943725586,-57.55878448486328,Mar del Plata - Buenos Aires,(0223) 494 - 6765,+542234946765,
10451801,Vocaturo,,True,,,Buenos Aires|Luján,Av España,1399,,-34.577,-59.106,Luján - Buenos Aires,(02323) 42 - 1303,+542323421303,
10744344,Ramon Uranga,,True,,,Buenos Aires|Pinamar,Apolo,361,,-37.118,-56.865,Pinamar - Buenos Aires,(02254) 48 - 5931,+542254485931,
10745610,Osorio Marcela S.,,True,,,Buenos Aires|Temperley,M Fernández,915,PB,-34.777,-58.411,Temperley - Buenos Aires,(011) 4298 - 8589,+541142988589,
10773388,Caccavo Fernando Miguel- Arquitecto,,True,,,Buenos Aires|Coronel Suárez,Sarmiento,528,,-37.466,-61.933,Coronel Suárez - Buenos Aires,(02926) 42 - 2586,+542926422586,
10796735,Alberto Maria Ortiz,,True,,,Buenos Aires|San Isidro,Martin Y Omar,129,2,-34.471,-58.512,San Isidro - Buenos Aires,(011) 4743 - 7200,+541147437200,aortizyasoc@yahoo.com.ar
10803628,Sirolli Julian C,,True,,,Buenos Aires|Morón,Av Rivadavia,18447,1,-34.649,-58.623,Morón - Buenos Aires,(011) 4489 - 5629,+541144895629,
10873963,Borrelli - Guerra,,True,,,Buenos Aires|Villa Gesell,Paseo 117,988,,-37.249,-56.955,Villa Gesell - Buenos Aires,(02255) 46 - 0478,+542255460478,
10888708,Juarez Gabriel L,,True,,,Buenos Aires|Berazategui,Calle 15 A,4833,PB,-34.763,-58.208,Berazategui - Buenos Aires,(011) 4226 - 5391,+541142265391,juarezarq@yahoo.com.ar
10900584,Bg Arquitectura,,True,,,Buenos Aires|Merlo,Guayaquil,831,,-34.685,-58.728,Merlo - Buenos Aires,(0220) 483 - 4662,+542204834662,
10917964,Ciurca Carlos,,True,,,Buenos Aires|Pinamar,Sub Sta Fe E,1545,,,,Pinamar - Buenos Aires,(02254) 48 - 5287,+542254485287,
10918949,Gallego Construcciones Arquitectos,,True,,,Buenos Aires|Punta Alta,Bouchard,273,,-38.883,-62.066,Punta Alta - Buenos Aires,(02932) 42 - 1906,+542932421906,
10946654,Adelaida a Vuoso,,True,,,Buenos Aires|Ezeiza,Formosa,653,2,-34.855,-58.503,Ezeiza - Buenos Aires,(011) 5075 - 0444,+541150750444,
12554152,Os Arquitectura,,True,,,Buenos Aires|Adrogué,E OBLIGADO,1322,,,,Adrogué - Buenos Aires,(011) 4293 - 8311,+541142938311,
12554154,Silvia V. Lonfa,,True,,,Buenos Aires|Monte Grande,CHIMONDEGUI,412,,,,Monte Grande - Buenos Aires,(011) 4290 - 2326,+541142902326,
12554356,Brandoni Monica,,True,,,Buenos Aires|Quilmes,LA RIOJA,273,,,,Quilmes - Buenos Aires,(011) 4252 - 3219,+541142523219,
12554526,Agustin Calo,,True,,,Buenos Aires|Llavallol,Olavarría,536,PB,,,Llavallol - Buenos Aires,(011) 4231 - 3524,+541142313524,
12554529,Carolini Roberto,,True,,,Buenos Aires|Berazategui,Calle 150,2277,PB,,,Berazategui - Buenos Aires,(011) 4216 - 6611,+541142166611,
12729956,Canissa Alberto Miguel,,True,,,Buenos Aires|Pinamar,Av E Shaw,398,,-37.118813,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 8400,+542254488400,
12750424,Gustavo Scenna,,True,,,Buenos Aires|Mar del Plata,Chaco,1761,,,,Mar del Plata - Buenos Aires,(0223) 15 - 424 - 8087,+5492234248087,
12800090,Valeria Fisichella,,True,,,Buenos Aires|Mar del Plata,La Rioja,1762,,,,Mar del Plata - Buenos Aires,(0223) 15 - 534 - 1864,+5492235341864,
12856859,Estudio Javier Calamante & Asoc,,True,,,Buenos Aires|Tandil,Maipú,710,1,-37.329,-59.13191,Tandil - Buenos Aires,(0249) 443 - 7034,+542494437034,
12863568,Palacio Estudio de Arquitectura,,True,,,Buenos Aires|Junín,Borchex,299,,-34.59838,-60.935642,Junín - Buenos Aires,(0236) 443 - 0456,+542364430456,
12992162,Osvaldo R Fons,,True,,,Buenos Aires|9 de Julio,E Perón 930,,,,,9 de Julio - Buenos Aires,(02317) 52 - 4543,+542317524543,
13003725,Gas Natural,,True,,,Buenos Aires|Pinamar,De La Trucha,1633,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 0830,+542254480830,
13448637,Alberto Fernando Diaz Arquitecto,,True,,,Buenos Aires|Lanús,Ministro Brin,2994,1,-34.707592,-58.395588,Lanús - Buenos Aires,(011) 4240 - 3372,+541142403372,
13625783,Arquitecto,,True,,,Buenos Aires|La Plata,18,570,PB,-34.92044,-57.967266,La Plata - Buenos Aires,(0221) 15 - 599 - 9171,+5492215999171,ferdelaiglesia@hotmail.com
13677609,Is. Arquitectura,,True,,http://www.arquitecturais.com.ar,Buenos Aires|La Plata,49,1534,1,-34.931877,-57.96961,La Plata - Buenos Aires,(0221) 417 - 6961,+542214176961,arquitectura.is@gmail.com
13799828,Borgogno Arquitectura /Asoc.,,True,,,Buenos Aires|Mar del Plata,20 De Septiembre,1848,PB,-37.99553,-57.5578,Mar del Plata - Buenos Aires,(0223) 15 - 421 - 8753,+5492234218753,rodrigo_borgogno@hotmail.com
13816397,Falbo Julio - Arquitecto,,True,,,Buenos Aires|Pinamar,Gúlliver,1320,,-37.118813,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 4375,+542254484375,
13816414,Goncalves Mario - Arquitecto,,True,,,Buenos Aires|Pinamar,Av Langostinos,495,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 5614,+542254485614,
14931342,Arq Alicia Alvarez Iturregui y Asoc Estudio de Arquitectura,,True,,www.alvareziturregui.com.ar,Buenos Aires|Ostende,Av La Plata,276,,-37.149628,-56.88514,Ostende - Buenos Aires,(02254) 49 - 0573,+542254490573,alalva@telpin.com.ar
14953486,Hb Arquitectura,,True,,,Buenos Aires|Haedo,Av Pte Perón,1406,,-34.637028,-58.58455,Haedo - Buenos Aires,(011) 15 - 5106 - 4862,+5491151064862,
15018868,Carolina Klein,00746668,True,,,Buenos Aires|Alberti,Av Vaccarezza,235,,,,Alberti - Buenos Aires,(02346) 47 - 1709,+542346471709,
15023771,Berra - Cavallucci Arquitectos Planos - Proyectos - Direccio,21363076,True,,,Buenos Aires|Mar del Plata,Córdoba,3751,1,-38.015808,-57.559957,Mar del Plata - Buenos Aires,(0223) 491 - 5009,+542234915009,
15183291,Negri Luis F Estudio Tecnico,21629947,True,,,Buenos Aires|Lobos,Cardoner,530,,-35.166584,-59.083332,Lobos - Buenos Aires,(02227) 42 - 3483,+542227423483,luisfnegri@gmail.com
15202453,Jorge Colimodio,00509385,True,,,Buenos Aires|Parque Camet,Av C Tejedor,2429,,-37.954268,-57.544426,Parque Camet - Buenos Aires,(0223) 479 - 9476,+542234799476,
15203666,Colegio de Arquitectos de la Provincia de Buenos Ai,00357593,True,,,Buenos Aires|San Miguel,Peluffo,1248,,-34.547077,-58.71071,San Miguel - Buenos Aires,(011) 4451 - 7819,+541144517819,
15207721,Pedroni Daniel Arquitecto,00542744,True,,,Buenos Aires|Monte Hermoso,El colibri 530,,,,,Monte Hermoso - Buenos Aires,(02921) 48 - 1450,+542921481450,
14894581,Fontana Analia Arquitecta,00726329,True,,,Buenos Aires|Pinamar,Nautilus,2325,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 49 - 7370,+542254497370,fontana@telpin.com.ar
14894433,Dematteis Alejandro - Arquitecto,00702720,True,,,Buenos Aires|Pinamar,Av E Shaw,15,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 2051,+542254482051,
15236656,Gustavo Daniel Gomez - Arquitectos,00736584,True,,,Buenos Aires|Villa Gesell,Avenida 5,687,,-37.249508,-56.955055,Villa Gesell - Buenos Aires,(02255) 46 - 0328,+542255460328,gustavoarquitectura@hotmail.com
10453450,Cedro Azul Group,00736581,True,,,Buenos Aires|Villa Gesell,Calle 33,,,,,Villa Gesell - Buenos Aires,(02255) 45 - 4110,+542255454110,
13745265,Jorge Alberto Mignolo,21750258,True,,,Buenos Aires|Castelar,F L Bernárdez,3895,,-34.68117,-58.664574,Castelar - Buenos Aires,(011) 15 - 6307 - 3945,+5491163073945,
15260931,Berge & Saladino Ingenieria y Arquitectura Integral,00538689,True,,,Buenos Aires|Bahía Blanca,Salta,281,,-38.70936,-62.27054,Bahía Blanca - Buenos Aires,(0291) 486 - 0501,+542914860501,
15263768,Abside SRL,00780801,True,,,Buenos Aires|La Plata,11,41,PB,-34.90496,-57.972325,La Plata - Buenos Aires,(0221) 489 - 8104,+542214898104,
15263844,Estudio H.Avila Arquitectura Agrimensura,21970845,True,,,Buenos Aires|San Miguel,D F Sarmiento,1675,1,-34.542248,-58.713757,San Miguel - Buenos Aires,(011) 15 - 6988 - 2729,+5491169882729,estudiohavila@gmail.com
15267344,Arquitecta Ivana Pomiro,21784676,True,,,Buenos Aires|Sarandí,Av B Mitre,3242,1,-34.680904,-58.34479,Sarandí - Buenos Aires,(011) 15 - 3463 - 6661,+5491134636661,
14894441,Melman & Asociados,00092641,True,,,Buenos Aires|Pinamar,Jason,651,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 2917,+542254482917,melbur@telpin.com.ar
14058666,Pablo Vilas & Asoc.,00092471,True,,http://www.pablovilasyasoc.com.ar,Buenos Aires|Pinamar,Jason,1027,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 0653,+542254480653,
15325221,Arq Esteban Tranier,21980213,True,,,Buenos Aires|General Villegas,9 De Julio,135,,-35.033417,-63.033333,General Villegas - Buenos Aires,(011) 15 - 6020 - 9564,+5491160209564,estebantranier@gmail.com
15559856,Alvarez Marta Victoria y Asociados,21596555,True,,,Buenos Aires|Mar del Plata,Chaco,1755,,-37.990677,-57.56541,Mar del Plata - Buenos Aires,(0223) 474 - 1814,+542234741814,
15586555,Patricio Cantando,01404333,True,,,Buenos Aires|Balcarce,Calle 34,720,,-37.866585,-58.25,Balcarce - Buenos Aires,(02266) 42 - 2324,+542266422324,
